,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,301.0,146.0,18.0,0.0,14.0,183.0,9.0,346.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,183.0,40.0,23.0,19.0,16.0,70.0,59.0,96.0
EMIF,245.0,111.0,167.0,11.0,5.0,116.0,126.0,233.0
JADNI,60.0,19.0,10.0,0.0,8.0,16.0,5.0,79.0
