,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,259.0,128.0,34.0,0.0,6.0,173.0,29.0,388.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,172.0,41.0,16.0,28.0,19.0,75.0,43.0,112.0
EMIF,316.0,115.0,84.0,24.0,12.0,152.0,69.0,242.0
JADNI,59.0,21.0,9.0,0.0,10.0,13.0,5.0,80.0
