,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,280.0,117.0,15.0,0.0,17.0,202.0,8.0,378.0
EPAD,841.0,185.0,32.0,9.0,0.0,98.0,5.0,67.0
NACC,221.0,35.0,9.0,36.0,25.0,75.0,30.0,75.0
EMIF,245.0,128.0,38.0,60.0,37.0,154.0,29.0,323.0
JADNI,60.0,14.0,15.0,0.0,3.0,21.0,9.0,75.0
