,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,259.0,102.0,0.0,17.0,71.0,179.0,0.0,389.0
EPAD,725.0,326.0,94.0,2.0,1.0,34.0,4.0,51.0
NACC,199.0,42.0,17.0,28.0,26.0,79.0,35.0,80.0
EMIF,335.0,120.0,96.0,21.0,8.0,140.0,76.0,218.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
