,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,244.0,100.0,34.0,0.0,6.0,184.0,33.0,416.0
EPAD,676.0,249.0,90.0,0.0,4.0,81.0,9.0,128.0
NACC,174.0,36.0,32.0,28.0,11.0,67.0,55.0,103.0
EMIF,294.0,127.0,123.0,15.0,4.0,134.0,81.0,236.0
JADNI,60.0,16.0,12.0,0.0,5.0,22.0,6.0,76.0
