,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,219.0,124.0,78.0,0.0,0.0,126.0,88.0,382.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,189.0,34.0,16.0,25.0,21.0,82.0,48.0,91.0
EMIF,229.0,144.0,13.0,90.0,53.0,145.0,14.0,326.0
JADNI,51.0,7.0,6.0,0.0,11.0,22.0,7.0,93.0
