,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,261.0,203.0,32.0,0.0,6.0,116.0,11.0,388.0
EPAD,676.0,250.0,90.0,0.0,4.0,81.0,9.0,127.0
NACC,189.0,35.0,28.0,19.0,16.0,69.0,55.0,95.0
EMIF,203.0,86.0,59.0,18.0,10.0,211.0,76.0,351.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
