,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,299.0,174.0,0.0,23.0,69.0,135.0,0.0,317.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,174.0,35.0,23.0,32.0,19.0,69.0,55.0,99.0
EMIF,201.0,159.0,55.0,28.0,14.0,135.0,55.0,367.0
JADNI,62.0,25.0,10.0,0.0,7.0,18.0,5.0,70.0
