,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,262.0,106.0,0.0,14.0,67.0,181.0,0.0,387.0
EPAD,942.0,114.0,11.0,6.0,6.0,116.0,2.0,40.0
NACC,171.0,49.0,29.0,16.0,8.0,60.0,57.0,116.0
EMIF,213.0,154.0,35.0,55.0,38.0,161.0,26.0,332.0
JADNI,44.0,24.0,20.0,1.0,8.0,8.0,6.0,86.0
