,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,299.0,175.0,0.0,22.0,68.0,135.0,0.0,318.0
EPAD,760.0,161.0,11.0,15.0,14.0,159.0,2.0,115.0
NACC,177.0,42.0,33.0,16.0,8.0,63.0,62.0,105.0
EMIF,251.0,96.0,103.0,9.0,6.0,159.0,116.0,274.0
JADNI,61.0,26.0,10.0,0.0,8.0,15.0,5.0,72.0
