,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,281.0,142.0,0.0,22.0,71.0,152.0,0.0,349.0
EPAD,770.0,145.0,27.0,5.0,3.0,170.0,10.0,107.0
NACC,191.0,56.0,47.0,11.0,7.0,48.0,60.0,86.0
EMIF,251.0,38.0,46.0,17.0,17.0,278.0,97.0,270.0
JADNI,59.0,15.0,9.0,0.0,10.0,18.0,5.0,81.0
