,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,273.0,126.0,0.0,15.0,66.0,170.0,0.0,367.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,167.0,33.0,36.0,11.0,7.0,78.0,70.0,104.0
EMIF,372.0,129.0,100.0,21.0,13.0,122.0,69.0,188.0
JADNI,60.0,20.0,8.0,1.0,13.0,13.0,5.0,77.0
