,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,260.0,102.0,1.0,13.0,65.0,186.0,0.0,390.0
EPAD,732.0,197.0,87.0,0.0,3.0,98.0,15.0,105.0
NACC,218.0,33.0,9.0,29.0,27.0,82.0,35.0,73.0
EMIF,276.0,200.0,48.0,51.0,23.0,117.0,25.0,274.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
