,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,305.0,148.0,17.0,0.0,17.0,177.0,6.0,347.0
EPAD,733.0,196.0,85.0,0.0,3.0,98.0,16.0,106.0
NACC,191.0,45.0,56.0,9.0,6.0,50.0,69.0,80.0
EMIF,268.0,229.0,41.0,67.0,27.0,102.0,17.0,263.0
JADNI,55.0,8.0,10.0,0.0,5.0,27.0,8.0,84.0
