,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,281.0,143.0,0.0,22.0,70.0,153.0,0.0,348.0
EPAD,848.0,87.0,8.0,4.0,8.0,210.0,3.0,69.0
NACC,176.0,31.0,26.0,16.0,12.0,81.0,63.0,101.0
EMIF,237.0,219.0,66.0,41.0,24.0,105.0,39.0,283.0
JADNI,59.0,20.0,8.0,1.0,13.0,14.0,5.0,77.0
