,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,245.0,167.0,34.0,0.0,6.0,132.0,13.0,420.0
EPAD,723.0,315.0,94.0,0.0,3.0,35.0,5.0,62.0
NACC,183.0,50.0,29.0,17.0,9.0,58.0,55.0,105.0
EMIF,340.0,125.0,88.0,26.0,12.0,139.0,65.0,219.0
JADNI,48.0,7.0,6.0,0.0,11.0,25.0,7.0,93.0
