,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,314.0,244.0,1.0,25.0,51.0,109.0,0.0,273.0
EPAD,813.0,237.0,3.0,77.0,17.0,41.0,0.0,49.0
NACC,185.0,39.0,15.0,26.0,17.0,73.0,44.0,107.0
EMIF,269.0,156.0,59.0,41.0,22.0,144.0,36.0,287.0
JADNI,47.0,0.0,14.0,0.0,1.0,34.0,17.0,84.0
