,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,280.0,118.0,0.0,23.0,76.0,179.0,0.0,341.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,184.0,43.0,24.0,19.0,12.0,65.0,56.0,103.0
EMIF,308.0,178.0,51.0,44.0,17.0,127.0,29.0,260.0
JADNI,58.0,17.0,8.0,0.0,11.0,15.0,5.0,83.0
