,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,270.0,120.0,0.0,15.0,66.0,173.0,0.0,373.0
EPAD,730.0,196.0,88.0,0.0,3.0,98.0,16.0,106.0
NACC,207.0,22.0,6.0,26.0,28.0,96.0,37.0,84.0
EMIF,295.0,187.0,53.0,45.0,20.0,122.0,30.0,262.0
JADNI,50.0,5.0,9.0,0.0,5.0,27.0,9.0,92.0
