,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,295.0,174.0,0.0,27.0,75.0,129.0,0.0,317.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,186.0,42.0,20.0,22.0,16.0,68.0,53.0,99.0
EMIF,279.0,86.0,58.0,26.0,21.0,188.0,73.0,283.0
JADNI,59.0,18.0,12.0,0.0,5.0,18.0,6.0,79.0
