,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,329.0,163.0,3.0,15.0,47.0,173.0,0.0,287.0
EPAD,813.0,240.0,3.0,78.0,17.0,40.0,0.0,46.0
NACC,228.0,34.0,9.0,47.0,18.0,68.0,30.0,72.0
EMIF,334.0,186.0,54.0,46.0,22.0,111.0,28.0,233.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
