,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,282.0,128.0,11.0,0.0,23.0,194.0,6.0,373.0
EPAD,848.0,85.0,10.0,4.0,8.0,210.0,3.0,69.0
NACC,171.0,34.0,30.0,29.0,15.0,67.0,57.0,103.0
EMIF,217.0,66.0,65.0,32.0,17.0,201.0,126.0,290.0
JADNI,60.0,22.0,7.0,0.0,11.0,13.0,5.0,79.0
