,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,256.0,182.0,38.0,0.0,4.0,123.0,19.0,395.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,186.0,38.0,21.0,13.0,15.0,83.0,56.0,94.0
EMIF,334.0,176.0,27.0,68.0,28.0,122.0,17.0,242.0
JADNI,60.0,19.0,9.0,0.0,10.0,17.0,5.0,77.0
