,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,268.0,105.0,11.0,0.0,23.0,208.0,6.0,396.0
EPAD,638.0,224.0,83.0,0.0,4.0,120.0,12.0,156.0
NACC,174.0,32.0,29.0,14.0,12.0,84.0,62.0,99.0
EMIF,278.0,123.0,202.0,9.0,4.0,94.0,113.0,191.0
JADNI,60.0,14.0,15.0,0.0,3.0,21.0,9.0,75.0
