,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,282.0,144.0,0.0,20.0,68.0,154.0,0.0,349.0
EPAD,732.0,199.0,85.0,0.0,3.0,98.0,14.0,106.0
NACC,170.0,43.0,13.0,62.0,38.0,54.0,42.0,84.0
EMIF,196.0,130.0,50.0,36.0,25.0,158.0,54.0,365.0
JADNI,59.0,21.0,9.0,0.0,10.0,13.0,5.0,80.0
