,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,275.0,113.0,16.0,0.0,13.0,208.0,12.0,380.0
EPAD,639.0,222.0,85.0,0.0,3.0,119.0,14.0,155.0
NACC,188.0,31.0,12.0,38.0,26.0,83.0,35.0,93.0
EMIF,280.0,202.0,23.0,100.0,29.0,106.0,15.0,259.0
JADNI,59.0,15.0,9.0,0.0,10.0,18.0,5.0,81.0
