,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,270.0,238.0,33.0,0.0,6.0,103.0,13.0,354.0
EPAD,769.0,145.0,27.0,6.0,3.0,170.0,10.0,107.0
NACC,178.0,41.0,18.0,28.0,18.0,69.0,51.0,103.0
EMIF,261.0,237.0,46.0,57.0,24.0,94.0,26.0,269.0
JADNI,55.0,23.0,10.0,1.0,13.0,9.0,6.0,80.0
