,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,229.0,144.0,32.0,0.0,6.0,144.0,14.0,448.0
EPAD,723.0,95.0,0.0,129.0,86.0,132.0,0.0,72.0
NACC,192.0,31.0,10.0,50.0,30.0,76.0,26.0,91.0
EMIF,246.0,62.0,55.0,19.0,10.0,226.0,105.0,291.0
JADNI,58.0,21.0,9.0,0.0,10.0,14.0,5.0,80.0
