,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,259.0,108.0,0.0,17.0,71.0,177.0,0.0,385.0
EPAD,1014.0,46.0,6.0,6.0,6.0,143.0,0.0,16.0
NACC,195.0,36.0,18.0,16.0,18.0,82.0,51.0,90.0
EMIF,266.0,142.0,28.0,61.0,36.0,151.0,21.0,309.0
JADNI,61.0,16.0,12.0,0.0,5.0,21.0,6.0,76.0
