,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,228.0,165.0,53.0,0.0,0.0,117.0,35.0,419.0
EPAD,639.0,222.0,85.0,0.0,4.0,118.0,14.0,155.0
NACC,188.0,42.0,19.0,21.0,16.0,68.0,49.0,103.0
EMIF,303.0,167.0,46.0,50.0,15.0,136.0,30.0,267.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
