,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,276.0,113.0,15.0,0.0,17.0,205.0,9.0,382.0
EPAD,676.0,249.0,90.0,0.0,4.0,81.0,9.0,128.0
NACC,182.0,27.0,29.0,19.0,13.0,80.0,67.0,89.0
EMIF,283.0,106.0,60.0,27.0,17.0,167.0,57.0,297.0
JADNI,59.0,19.0,10.0,0.0,8.0,17.0,5.0,79.0
