,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,302.0,175.0,0.0,18.0,63.0,141.0,0.0,318.0
EPAD,636.0,221.0,87.0,0.0,3.0,120.0,14.0,156.0
NACC,194.0,50.0,22.0,23.0,13.0,59.0,47.0,98.0
EMIF,273.0,123.0,37.0,47.0,25.0,172.0,33.0,304.0
JADNI,60.0,13.0,16.0,0.0,1.0,23.0,13.0,71.0
