,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,255.0,101.0,1.0,8.0,54.0,182.0,0.0,416.0
EPAD,724.0,24.0,0.0,199.0,139.0,133.0,0.0,18.0
NACC,189.0,32.0,13.0,45.0,30.0,75.0,29.0,93.0
EMIF,314.0,183.0,40.0,53.0,16.0,123.0,22.0,263.0
JADNI,34.0,6.0,18.0,0.0,5.0,22.0,12.0,100.0
