,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,276.0,145.0,0.0,25.0,79.0,143.0,0.0,349.0
EPAD,730.0,197.0,88.0,0.0,2.0,98.0,16.0,106.0
NACC,170.0,35.0,33.0,11.0,8.0,78.0,65.0,106.0
EMIF,196.0,73.0,56.0,36.0,29.0,202.0,77.0,345.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
