,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,292.0,156.0,0.0,22.0,68.0,142.0,0.0,337.0
EPAD,814.0,240.0,3.0,77.0,17.0,40.0,0.0,46.0
NACC,181.0,39.0,28.0,21.0,11.0,72.0,59.0,95.0
EMIF,318.0,131.0,75.0,22.0,10.0,147.0,62.0,249.0
JADNI,54.0,12.0,6.0,1.0,13.0,19.0,6.0,86.0
