,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,281.0,143.0,0.0,21.0,69.0,153.0,0.0,350.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,201.0,30.0,20.0,22.0,18.0,77.0,47.0,91.0
EMIF,266.0,188.0,29.0,82.0,33.0,121.0,18.0,277.0
JADNI,61.0,14.0,14.0,0.0,4.0,22.0,8.0,74.0
