,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,283.0,156.0,0.0,26.0,77.0,137.0,0.0,338.0
EPAD,724.0,95.0,0.0,128.0,85.0,133.0,0.0,72.0
NACC,198.0,32.0,22.0,21.0,19.0,80.0,46.0,88.0
EMIF,228.0,68.0,62.0,15.0,7.0,211.0,112.0,311.0
JADNI,56.0,23.0,7.0,2.0,14.0,10.0,5.0,80.0
