,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,302.0,124.0,2.0,17.0,57.0,188.0,0.0,327.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,187.0,52.0,18.0,42.0,25.0,66.0,30.0,86.0
EMIF,239.0,128.0,40.0,46.0,21.0,167.0,35.0,338.0
JADNI,54.0,13.0,6.0,0.0,11.0,19.0,6.0,88.0
