,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,294.0,147.0,0.0,35.0,83.0,142.0,0.0,316.0
EPAD,733.0,198.0,84.0,0.0,3.0,98.0,16.0,105.0
NACC,181.0,52.0,17.0,41.0,18.0,54.0,41.0,102.0
EMIF,306.0,204.0,70.0,40.0,14.0,107.0,25.0,248.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
