,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,241.0,105.0,38.0,0.0,3.0,178.0,36.0,416.0
EPAD,786.0,217.0,3.0,67.0,27.0,68.0,0.0,69.0
NACC,201.0,29.0,13.0,20.0,20.0,87.0,45.0,91.0
EMIF,326.0,185.0,58.0,40.0,15.0,115.0,28.0,247.0
JADNI,61.0,26.0,10.0,0.0,8.0,15.0,5.0,72.0
