,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,241.0,92.0,32.0,0.0,6.0,191.0,31.0,424.0
EPAD,692.0,175.0,79.0,0.0,3.0,139.0,22.0,127.0
NACC,211.0,26.0,19.0,17.0,13.0,87.0,49.0,84.0
EMIF,319.0,185.0,32.0,74.0,32.0,113.0,14.0,245.0
JADNI,59.0,14.0,16.0,0.0,2.0,21.0,9.0,76.0
