,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,251.0,176.0,38.0,0.0,4.0,128.0,19.0,401.0
EPAD,721.0,168.0,2.0,51.0,44.0,132.0,1.0,118.0
NACC,163.0,29.0,34.0,10.0,6.0,86.0,76.0,102.0
EMIF,259.0,304.0,62.0,42.0,12.0,72.0,24.0,239.0
JADNI,61.0,14.0,14.0,0.0,4.0,22.0,8.0,74.0
