,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,233.0,197.0,66.0,0.0,0.0,102.0,33.0,386.0
EPAD,768.0,144.0,27.0,6.0,5.0,169.0,10.0,108.0
NACC,176.0,38.0,32.0,11.0,7.0,71.0,67.0,104.0
EMIF,273.0,112.0,37.0,46.0,30.0,179.0,38.0,299.0
JADNI,57.0,17.0,8.0,0.0,11.0,16.0,5.0,83.0
