,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,323.0,248.0,0.0,38.0,58.0,107.0,0.0,243.0
EPAD,676.0,249.0,90.0,0.0,3.0,83.0,8.0,128.0
NACC,186.0,39.0,32.0,13.0,8.0,65.0,62.0,101.0
EMIF,299.0,176.0,37.0,65.0,26.0,127.0,18.0,266.0
JADNI,60.0,16.0,13.0,0.0,4.0,20.0,7.0,77.0
