,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,303.0,185.0,0.0,22.0,68.0,133.0,0.0,306.0
EPAD,733.0,197.0,86.0,0.0,3.0,98.0,15.0,105.0
NACC,165.0,60.0,22.0,26.0,10.0,56.0,47.0,120.0
EMIF,289.0,142.0,38.0,53.0,22.0,153.0,28.0,289.0
JADNI,60.0,18.0,11.0,0.0,6.0,18.0,6.0,78.0
