,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,298.0,184.0,1.0,12.0,49.0,137.0,0.0,336.0
EPAD,990.0,124.0,13.0,7.0,5.0,68.0,0.0,30.0
NACC,151.0,41.0,19.0,31.0,12.0,80.0,51.0,121.0
EMIF,307.0,190.0,73.0,35.0,16.0,120.0,39.0,234.0
JADNI,49.0,6.0,6.0,1.0,13.0,24.0,7.0,91.0
