,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,286.0,156.0,0.0,28.0,77.0,133.0,0.0,337.0
EPAD,691.0,175.0,80.0,0.0,3.0,139.0,21.0,128.0
NACC,178.0,23.0,18.0,20.0,21.0,99.0,55.0,92.0
EMIF,314.0,164.0,61.0,32.0,10.0,134.0,40.0,259.0
JADNI,61.0,18.0,10.0,0.0,7.0,19.0,5.0,77.0
