,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,268.0,119.0,0.0,18.0,70.0,170.0,0.0,372.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,171.0,41.0,32.0,21.0,7.0,66.0,60.0,108.0
EMIF,300.0,91.0,73.0,24.0,14.0,179.0,80.0,253.0
JADNI,62.0,26.0,9.0,0.0,10.0,15.0,5.0,70.0
