,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,196.0,130.0,58.0,0.0,0.0,126.0,40.0,467.0
EPAD,639.0,222.0,85.0,0.0,3.0,120.0,13.0,155.0
NACC,181.0,44.0,22.0,26.0,15.0,64.0,52.0,102.0
EMIF,288.0,121.0,60.0,37.0,19.0,160.0,63.0,266.0
JADNI,49.0,8.0,5.0,0.0,11.0,24.0,7.0,93.0
