,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,254.0,117.0,34.0,0.0,6.0,178.0,29.0,399.0
EPAD,769.0,144.0,27.0,5.0,3.0,171.0,10.0,108.0
NACC,171.0,36.0,22.0,36.0,21.0,66.0,55.0,99.0
EMIF,242.0,141.0,59.0,30.0,10.0,162.0,44.0,326.0
JADNI,61.0,14.0,14.0,0.0,4.0,22.0,8.0,74.0
