,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,325.0,245.0,1.0,14.0,43.0,117.0,0.0,272.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,194.0,50.0,27.0,20.0,11.0,56.0,55.0,93.0
EMIF,318.0,107.0,94.0,23.0,12.0,149.0,86.0,225.0
JADNI,60.0,13.0,16.0,0.0,1.0,23.0,13.0,71.0
