,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,298.0,183.0,1.0,14.0,52.0,135.0,0.0,334.0
EPAD,639.0,223.0,85.0,0.0,4.0,119.0,13.0,154.0
NACC,182.0,51.0,44.0,14.0,6.0,52.0,62.0,95.0
EMIF,179.0,87.0,25.0,48.0,43.0,197.0,34.0,401.0
JADNI,60.0,13.0,15.0,0.0,2.0,25.0,12.0,70.0
