,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,294.0,161.0,0.0,21.0,67.0,142.0,0.0,332.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,188.0,56.0,26.0,20.0,9.0,56.0,47.0,104.0
EMIF,332.0,122.0,94.0,21.0,7.0,144.0,69.0,225.0
JADNI,58.0,18.0,9.0,0.0,10.0,14.0,5.0,83.0
