,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,303.0,193.0,0.0,16.0,59.0,133.0,0.0,313.0
EPAD,676.0,250.0,90.0,0.0,4.0,81.0,9.0,127.0
NACC,184.0,34.0,24.0,23.0,16.0,71.0,56.0,98.0
EMIF,280.0,94.0,110.0,22.0,17.0,157.0,92.0,242.0
JADNI,48.0,4.0,6.0,0.0,10.0,29.0,8.0,92.0
