,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,214.0,120.0,70.0,0.0,0.0,131.0,75.0,407.0
EPAD,691.0,176.0,80.0,0.0,3.0,139.0,21.0,127.0
NACC,170.0,24.0,16.0,30.0,25.0,95.0,48.0,98.0
EMIF,268.0,177.0,93.0,24.0,6.0,121.0,51.0,274.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
