,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,258.0,112.0,0.0,14.0,63.0,176.0,0.0,394.0
EPAD,639.0,223.0,85.0,0.0,4.0,118.0,14.0,154.0
NACC,202.0,25.0,6.0,32.0,29.0,91.0,35.0,86.0
EMIF,304.0,133.0,28.0,60.0,28.0,160.0,23.0,278.0
JADNI,55.0,19.0,14.0,0.0,7.0,16.0,6.0,80.0
