,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,271.0,148.0,0.0,17.0,63.0,148.0,0.0,370.0
EPAD,691.0,175.0,78.0,0.0,3.0,140.0,22.0,128.0
NACC,175.0,35.0,19.0,20.0,17.0,81.0,56.0,103.0
EMIF,257.0,110.0,38.0,47.0,28.0,175.0,39.0,320.0
JADNI,60.0,15.0,10.0,0.0,7.0,20.0,5.0,80.0
