,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,273.0,137.0,0.0,21.0,72.0,160.0,0.0,354.0
EPAD,784.0,216.0,3.0,67.0,27.0,70.0,0.0,70.0
NACC,169.0,36.0,18.0,22.0,18.0,79.0,51.0,113.0
EMIF,205.0,91.0,37.0,40.0,22.0,198.0,45.0,376.0
JADNI,56.0,21.0,12.0,0.0,10.0,12.0,6.0,80.0
