,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,260.0,107.0,0.0,17.0,71.0,178.0,0.0,384.0
EPAD,731.0,196.0,86.0,0.0,3.0,99.0,16.0,106.0
NACC,184.0,53.0,40.0,14.0,7.0,55.0,60.0,93.0
EMIF,270.0,167.0,85.0,32.0,13.0,123.0,52.0,272.0
JADNI,55.0,19.0,14.0,0.0,7.0,16.0,6.0,80.0
