,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,289.0,139.0,0.0,37.0,85.0,147.0,0.0,320.0
EPAD,676.0,249.0,90.0,0.0,3.0,83.0,8.0,128.0
NACC,188.0,20.0,5.0,28.0,31.0,110.0,38.0,86.0
EMIF,269.0,113.0,37.0,40.0,29.0,179.0,35.0,312.0
JADNI,62.0,25.0,10.0,0.0,7.0,18.0,5.0,70.0
