,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,282.0,143.0,0.0,21.0,69.0,154.0,0.0,348.0
EPAD,690.0,176.0,81.0,0.0,3.0,139.0,21.0,127.0
NACC,173.0,62.0,30.0,22.0,8.0,54.0,47.0,110.0
EMIF,291.0,191.0,34.0,67.0,32.0,117.0,20.0,262.0
JADNI,60.0,20.0,8.0,1.0,13.0,13.0,5.0,77.0
