,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,276.0,145.0,1.0,9.0,48.0,166.0,0.0,372.0
EPAD,727.0,330.0,95.0,3.0,1.0,31.0,3.0,47.0
NACC,192.0,33.0,15.0,39.0,28.0,73.0,36.0,90.0
EMIF,347.0,108.0,66.0,30.0,20.0,166.0,53.0,224.0
JADNI,58.0,16.0,8.0,1.0,13.0,15.0,5.0,81.0
