,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,259.0,107.0,0.0,18.0,72.0,177.0,0.0,384.0
EPAD,844.0,188.0,32.0,9.0,2.0,93.0,5.0,64.0
NACC,209.0,43.0,31.0,18.0,12.0,55.0,56.0,82.0
EMIF,270.0,81.0,108.0,18.0,16.0,171.0,102.0,248.0
JADNI,60.0,22.0,7.0,0.0,11.0,13.0,5.0,79.0
