,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,256.0,109.0,0.0,19.0,80.0,168.0,0.0,385.0
EPAD,733.0,197.0,85.0,0.0,3.0,98.0,16.0,105.0
NACC,181.0,50.0,42.0,12.0,7.0,63.0,59.0,92.0
EMIF,247.0,158.0,72.0,38.0,18.0,136.0,45.0,300.0
JADNI,61.0,14.0,14.0,0.0,4.0,22.0,8.0,74.0
